Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
503;Delft;103595;5-8-2020;18-8-2020;40;38,6;0;0;0;0
10;Delfzijl;24678;5-8-2020;18-8-2020;21;85,1;0;0;0;0
400;Den Helder;56296;5-8-2020;18-8-2020;5;8,9;0;0;0;0
762;Deurne;32471;5-8-2020;18-8-2020;12;37;0;0;0;0
150;Deventer;100719;5-8-2020;18-8-2020;25;24,8;0;0;0;0
384;Diemen;30780;5-8-2020;18-8-2020;45;146,2;0;0;0;0
1774;Dinkelland;26461;5-8-2020;18-8-2020;4;15,1;0;0;0;0
221;Doesburg;11077;5-8-2020;18-8-2020;2;18,1;0;0;0;0
222;Doetinchem;58001;5-8-2020;18-8-2020;12;20,7;0;0;0;0
766;Dongen;26222;5-8-2020;18-8-2020;5;19,1;0;0;0;0
505;Dordrecht;119284;5-8-2020;18-8-2020;79;66,2;1;0,8;0;0
498;Drechterland;19719;5-8-2020;18-8-2020;0;0;0;0;0;0
1719;Drimmelen;27272;5-8-2020;18-8-2020;12;44;0;0;0;0
303;Dronten;41555;5-8-2020;18-8-2020;1;2,4;0;0;0;0
225;Druten;18926;5-8-2020;18-8-2020;0;0;0;0;0;0
226;Duiven;25126;5-8-2020;18-8-2020;0;0;0;0;0;0
1711;Echt-Susteren;31610;5-8-2020;18-8-2020;4;12,7;0;0;0;0
385;Edam-Volendam;36197;5-8-2020;18-8-2020;7;19,3;0;0;0;0
228;Ede;117165;5-8-2020;18-8-2020;18;15,4;0;0;0;0
317;Eemnes;9247;5-8-2020;18-8-2020;0;0;0;0;0;0
770;Eersel;19313;5-8-2020;18-8-2020;2;10,4;0;0;0;0
1903;Eijsden-Margraten;25768;5-8-2020;18-8-2020;0;0;0;0;0;0
772;Eindhoven;234394;5-8-2020;18-8-2020;56;23,9;0;0;2;0,9
230;Elburg;23161;5-8-2020;18-8-2020;0;0;0;0;0;0
114;Emmen;107048;5-8-2020;18-8-2020;8;7,5;0;0;0;0
388;Enkhuizen;18591;5-8-2020;18-8-2020;0;0;0;0;0;0
153;Enschede;159640;5-8-2020;18-8-2020;40;25,1;1;0,6;0;0
232;Epe;33178;5-8-2020;18-8-2020;1;3;0;0;0;0
233;Ermelo;27008;5-8-2020;18-8-2020;1;3,7;0;0;0;0
777;Etten-Leur;43878;5-8-2020;18-8-2020;12;27,3;1;2,3;0;0
779;Geertruidenberg;21544;5-8-2020;18-8-2020;1;4,6;0;0;0;0
1771;Geldrop-Mierlo;39726;5-8-2020;18-8-2020;11;27,7;0;0;0;0
1652;Gemert-Bakel;30723;5-8-2020;18-8-2020;6;19,5;0;0;0;0
907;Gennep;16921;5-8-2020;18-8-2020;3;17,7;0;0;0;0
784;Gilze en Rijen;26431;5-8-2020;18-8-2020;8;30,3;0;0;0;0
1924;Goeree-Overflakkee;50049;5-8-2020;18-8-2020;10;20;0;0;0;0
664;Goes;38082;5-8-2020;18-8-2020;10;26,3;0;0;0;0
785;Goirle;23904;5-8-2020;18-8-2020;4;16,7;0;0;0;0
1942;Gooise Meren;58055;5-8-2020;18-8-2020;20;34,5;0;0;0;0
512;Gorinchem;37022;5-8-2020;18-8-2020;22;59,4;1;2,7;0;0
513;Gouda;73427;5-8-2020;18-8-2020;105;143;0;0;0;0
786;Grave;12436;5-8-2020;18-8-2020;1;8;0;0;0;0
14;Groningen (gemeente);232874;5-8-2020;18-8-2020;62;26,6;0;0;0;0
1729;Gulpen-Wittem;14171;5-8-2020;18-8-2020;1;7,1;0;0;0;0
158;Haaksbergen;24311;5-8-2020;18-8-2020;2;8,2;0;0;0;0
788;Haaren;14370;5-8-2020;18-8-2020;1;7;0;0;0;0
392;Haarlem;162902;5-8-2020;18-8-2020;68;41,7;0;0;0;0
394;Haarlemmermeer;156002;5-8-2020;18-8-2020;59;37,8;0;0;1;0,6
1655;Halderberge;30284;5-8-2020;18-8-2020;14;46,2;0;0;0;0
160;Hardenberg;60948;5-8-2020;18-8-2020;9;14,8;0;0;0;0
243;Harderwijk;48414;5-8-2020;18-8-2020;14;28,9;0;0;0;0
523;Hardinxveld-Giessendam;18295;5-8-2020;18-8-2020;8;43,7;0;0;0;0
72;Harlingen;15722;5-8-2020;18-8-2020;2;12,7;0;0;0;0
244;Hattem;12209;5-8-2020;18-8-2020;0;0;0;0;0;0
396;Heemskerk;39182;5-8-2020;18-8-2020;5;12,8;1;2,6;0;0
397;Heemstede;27234;5-8-2020;18-8-2020;7;25,7;0;0;0;0
246;Heerde;18589;5-8-2020;18-8-2020;2;10,8;0;0;0;0
74;Heerenveen;50493;5-8-2020;18-8-2020;5;9,9;0;0;0;0
398;Heerhugowaard;57587;5-8-2020;18-8-2020;10;17,4;0;0;0;0
917;Heerlen;87086;5-8-2020;18-8-2020;5;5,7;0;0;0;0
1658;Heeze-Leende;16152;5-8-2020;18-8-2020;4;24,8;0;0;0;0
399;Heiloo;23968;5-8-2020;18-8-2020;0;0;0;0;0;0
163;Hellendoorn;35916;5-8-2020;18-8-2020;1;2,8;0;0;0;0
530;Hellevoetsluis;40142;5-8-2020;18-8-2020;14;34,9;0;0;0;0
794;Helmond;92423;5-8-2020;18-8-2020;31;33,5;1;1,1;0;0
531;Hendrik-Ido-Ambacht;31202;5-8-2020;18-8-2020;15;48,1;0;0;0;0
164;Hengelo (O.);81140;5-8-2020;18-8-2020;8;9,9;0;0;0;0
1966;Het Hogeland;47801;5-8-2020;18-8-2020;2;4,2;0;0;0;0
252;Heumen;16454;5-8-2020;18-8-2020;3;18,2;0;0;0;0
797;Heusden;44692;5-8-2020;18-8-2020;15;33,6;0;0;1;2,2
534;Hillegom;22209;5-8-2020;18-8-2020;4;18;0;0;0;0
798;Hilvarenbeek;15518;5-8-2020;18-8-2020;0;0;0;0;0;0
402;Hilversum;90831;5-8-2020;18-8-2020;34;37,4;1;1,1;0;0
1963;Hoeksche Waard;87401;5-8-2020;18-8-2020;22;25,2;0;0;0;0
1735;Hof van Twente;35017;5-8-2020;18-8-2020;5;14,3;0;0;0;0
1911;Hollands Kroon;48432;5-8-2020;18-8-2020;6;12,4;0;0;0;0
118;Hoogeveen;55699;5-8-2020;18-8-2020;4;7,2;0;0;0;0
405;Hoorn;73261;5-8-2020;18-8-2020;19;25,9;0;0;0;0
1507;Horst aan de Maas;42429;5-8-2020;18-8-2020;7;16,5;0;0;0;0
321;Houten;50146;5-8-2020;18-8-2020;9;17,9;0;0;0;0
406;Huizen;41273;5-8-2020;18-8-2020;17;41,2;0;0;0;0
677;Hulst;27556;5-8-2020;18-8-2020;4;14,5;0;0;0;0
353;IJsselstein;34109;5-8-2020;18-8-2020;20;58,6;0;0;0;0
1884;Kaag en Braassem;27297;5-8-2020;18-8-2020;2;7,3;0;0;0;0
166;Kampen;54319;5-8-2020;18-8-2020;6;11;0;0;0;0
678;Kapelle;12695;5-8-2020;18-8-2020;0;0;0;0;0;0
537;Katwijk;65753;5-8-2020;18-8-2020;9;13,7;0;0;0;0
928;Kerkrade;45749;5-8-2020;18-8-2020;4;8,7;0;0;0;0
1598;Koggenland;22749;5-8-2020;18-8-2020;3;13,2;0;0;0;0
542;Krimpen aan den IJssel;29526;5-8-2020;18-8-2020;14;47,4;0;0;0;0
1931;Krimpenerwaard;56319;5-8-2020;18-8-2020;18;32;0;0;0;0
1659;Laarbeek;22523;5-8-2020;18-8-2020;2;8,9;0;0;0;0
1685;Landerd;15730;5-8-2020;18-8-2020;2;12,7;0;0;0;0
882;Landgraaf;37445;5-8-2020;18-8-2020;2;5,3;0;0;0;0
415;Landsmeer;11491;5-8-2020;18-8-2020;5;43,5;0;0;0;0
416;Langedijk;28163;5-8-2020;18-8-2020;0;0;0;0;0;0
1621;Lansingerland;62384;5-8-2020;18-8-2020;34;54,5;0;0;0;0
417;Laren (NH.);11280;5-8-2020;18-8-2020;6;53,2;0;0;0;0
80;Leeuwarden;124084;5-8-2020;18-8-2020;14;11,3;0;0;0;0
546;Leiden;125099;5-8-2020;18-8-2020;45;36;1;0,8;1;0,8
547;Leiderdorp;27056;5-8-2020;18-8-2020;6;22,2;0;0;0;0
1916;Leidschendam-Voorburg;76534;5-8-2020;18-8-2020;37;48,3;1;1,3;0;0
995;Lelystad;78598;5-8-2020;18-8-2020;18;22,9;1;1,3;0;0
1640;Leudal;35879;5-8-2020;18-8-2020;6;16,7;1;2,8;0;0
327;Leusden;30401;5-8-2020;18-8-2020;5;16,4;0;0;0;0
1705;Lingewaard;46601;5-8-2020;18-8-2020;6;12,9;0;0;0;0
553;Lisse;22955;5-8-2020;18-8-2020;2;8,7;0;0;0;0
262;Lochem;33729;5-8-2020;18-8-2020;4;11,9;0;0;0;0
809;Loon op Zand;23408;5-8-2020;18-8-2020;3;12,8;0;0;0;0
331;Lopik;14467;5-8-2020;18-8-2020;3;20,7;0;0;0;0
24;Loppersum;9537;5-8-2020;18-8-2020;0;0;0;0;0;0
168;Losser;22683;5-8-2020;18-8-2020;2;8,8;0;0;0;0
263;Maasdriel;25030;5-8-2020;18-8-2020;4;16;0;0;0;0
1641;Maasgouw;23965;5-8-2020;18-8-2020;1;4,2;0;0;0;0
556;Maassluis;33213;5-8-2020;18-8-2020;32;96,3;0;0;0;0
935;Maastricht;121575;5-8-2020;18-8-2020;26;21,4;2;1,6;0;0
420;Medemblik;45101;5-8-2020;18-8-2020;6;13,3;0;0;0;0
938;Meerssen;18828;5-8-2020;18-8-2020;3;15,9;0;0;0;0
1948;Meierijstad;81194;5-8-2020;18-8-2020;15;18,5;0;0;0;0
119;Meppel;33920;5-8-2020;18-8-2020;1;2,9;0;0;0;0
687;Middelburg (Z.);48822;5-8-2020;18-8-2020;9;18,4;0;0;0;0
1842;Midden-Delfland;19341;5-8-2020;18-8-2020;6;31;0;0;0;0
1731;Midden-Drenthe;33185;5-8-2020;18-8-2020;3;9;0;0;0;0
1952;Midden-Groningen;60797;5-8-2020;18-8-2020;5;8,2;0;0;0;0
815;Mill en Sint Hubert;10939;5-8-2020;18-8-2020;3;27,4;0;0;0;0
1709;Moerdijk;37129;5-8-2020;18-8-2020;6;16,2;0;0;0;0
1978;Molenlanden;43909;5-8-2020;18-8-2020;4;9,1;0;0;0;0
1955;Montferland;36011;5-8-2020;18-8-2020;2;5,6;0;0;0;0
335;Montfoort;13917;5-8-2020;18-8-2020;3;21,6;0;0;0;0
944;Mook en Middelaar;7847;5-8-2020;18-8-2020;2;25,5;0;0;0;0
1740;Neder-Betuwe;24339;5-8-2020;18-8-2020;0;0;0;0;0;0
946;Nederweert;17019;5-8-2020;18-8-2020;1;5,9;0;0;0;0
356;Nieuwegein;63462;5-8-2020;18-8-2020;24;37,8;1;1,6;0;0
569;Nieuwkoop;28811;5-8-2020;18-8-2020;4;13,9;0;0;0;0
267;Nijkerk;43171;5-8-2020;18-8-2020;4;9,3;0;0;0;0
268;Nijmegen;177659;5-8-2020;18-8-2020;36;20,3;0;0;0;0
1930;Nissewaard;85219;5-8-2020;18-8-2020;22;25,8;0;0;0;0
1970;Noardeast-Frysl̢n;45228;5-8-2020;18-8-2020;48;106,1;0;0;0;0
1695;Noord-Beveland;7392;5-8-2020;18-8-2020;0;0;0;0;0;0
1699;Noordenveld;31253;5-8-2020;18-8-2020;0;0;0;0;0;0
171;Noordoostpolder;47291;5-8-2020;18-8-2020;3;6,3;0;0;0;0
575;Noordwijk;43508;5-8-2020;18-8-2020;11;25,3;0;0;0;0
820;Nuenen, Gerwen en Nederwetten;23383;5-8-2020;18-8-2020;7;29,9;0;0;0;0
302;Nunspeet;27851;5-8-2020;18-8-2020;2;7,2;0;0;0;0
579;Oegstgeest;24840;5-8-2020;18-8-2020;6;24,2;0;0;0;0
823;Oirschot;18714;5-8-2020;18-8-2020;3;16;0;0;0;0
824;Oisterwijk;26245;5-8-2020;18-8-2020;5;19,1;0;0;0;0
1895;Oldambt;38209;5-8-2020;18-8-2020;3;7,9;0;0;0;0
269;Oldebroek;23646;5-8-2020;18-8-2020;1;4,2;0;0;0;0
173;Oldenzaal;31836;5-8-2020;18-8-2020;0;0;0;0;0;0
1773;Olst-Wijhe;18252;5-8-2020;18-8-2020;3;16,4;0;0;0;0
175;Ommen;18009;5-8-2020;18-8-2020;0;0;0;0;0;0
1586;Oost Gelre;29627;5-8-2020;18-8-2020;1;3,4;0;0;0;0
826;Oosterhout;55982;5-8-2020;18-8-2020;27;48,2;0;0;0;0
85;Ooststellingwerf;25469;5-8-2020;18-8-2020;0;0;0;0;0;0
431;Oostzaan;9735;5-8-2020;18-8-2020;6;61,6;0;0;0;0
432;Opmeer;11836;5-8-2020;18-8-2020;2;16,9;0;0;0;0
86;Opsterland;29733;5-8-2020;18-8-2020;0;0;0;0;0;0
828;Oss;91915;5-8-2020;18-8-2020;28;30,5;0;0;0;0
1509;Oude IJsselstreek;39388;5-8-2020;18-8-2020;4;10,2;0;0;0;0
437;Ouder-Amstel;14026;5-8-2020;18-8-2020;8;57;0;0;0;0
589;Oudewater;10230;5-8-2020;18-8-2020;2;19,6;0;0;0;0
1734;Overbetuwe;47906;5-8-2020;18-8-2020;4;8,3;0;0;0;0
590;Papendrecht;32136;5-8-2020;18-8-2020;7;21,8;0;0;0;0
1894;Peel en Maas;43425;5-8-2020;18-8-2020;2;4,6;0;0;0;0
765;Pekela;12196;5-8-2020;18-8-2020;2;16,4;0;0;0;0
1926;Pijnacker-Nootdorp;55308;5-8-2020;18-8-2020;23;41,6;0;0;0;0
439;Purmerend;81249;5-8-2020;18-8-2020;34;41,8;2;2,5;0;0
273;Putten;24112;5-8-2020;18-8-2020;8;33,2;0;0;0;0
177;Raalte;37712;5-8-2020;18-8-2020;3;8;0;0;0;0
703;Reimerswaal;22730;5-8-2020;18-8-2020;1;4,4;0;0;0;0
274;Renkum;31419;5-8-2020;18-8-2020;5;15,9;0;0;0;0
339;Renswoude;5444;5-8-2020;18-8-2020;1;18,4;0;0;0;0
1667;Reusel-De Mierden;13112;5-8-2020;18-8-2020;5;38,1;0;0;0;0
275;Rheden;43761;5-8-2020;18-8-2020;2;4,6;0;0;0;0
340;Rhenen;20119;5-8-2020;18-8-2020;1;5;0;0;0;0
597;Ridderkerk;46189;5-8-2020;18-8-2020;26;56,3;0;0;0;0
1742;Rijssen-Holten;38177;5-8-2020;18-8-2020;4;10,5;0;0;0;0
603;Rijswijk (ZH.);54450;5-8-2020;18-8-2020;33;60,6;1;1,8;0;0
1669;Roerdalen;20574;5-8-2020;18-8-2020;8;38,9;0;0;0;0
957;Roermond;58260;5-8-2020;18-8-2020;20;34,3;0;0;0;0
1674;Roosendaal;77251;5-8-2020;18-8-2020;40;51,8;0;0;0;0
599;Rotterdam;651157;5-8-2020;18-8-2020;1124;172,6;12;1,8;2;0,3
277;Rozendaal;1704;5-8-2020;18-8-2020;0;0;0;0;0;0
840;Rucphen;22878;5-8-2020;18-8-2020;0;0;0;0;0;0
441;Schagen;46483;5-8-2020;18-8-2020;3;6,5;0;0;0;0
279;Scherpenzeel;9880;5-8-2020;18-8-2020;3;30,4;0;0;0;0
606;Schiedam;78730;5-8-2020;18-8-2020;103;130,8;0;0;0;0
88;Schiermonnikoog;947;5-8-2020;18-8-2020;0;0;0;0;0;0
1676;Schouwen-Duiveland;33839;5-8-2020;18-8-2020;2;5,9;0;0;0;0
965;Simpelveld;10555;5-8-2020;18-8-2020;1;9,5;0;0;0;0
1702;Sint Anthonis;11664;5-8-2020;18-8-2020;0;0;0;0;0;0
845;Sint-Michielsgestel;29208;5-8-2020;18-8-2020;3;10,3;0;0;0;0
1883;Sittard-Geleen;92429;5-8-2020;18-8-2020;23;24,9;3;3,2;0;0
610;Sliedrecht;25220;5-8-2020;18-8-2020;3;11,9;0;0;0;0
1714;Sluis;23210;5-8-2020;18-8-2020;4;17,2;0;0;0;0
90;Smallingerland;56150;5-8-2020;18-8-2020;2;3,6;0;0;0;0
342;Soest;46606;5-8-2020;18-8-2020;8;17,2;0;0;0;0
847;Someren;19368;5-8-2020;18-8-2020;3;15,5;0;0;0;0
848;Son en Breugel;17322;5-8-2020;18-8-2020;2;11,5;0;0;0;0
37;Stadskanaal;31686;5-8-2020;18-8-2020;2;6,3;0;0;0;0
180;Staphorst;17145;5-8-2020;18-8-2020;1;5,8;0;0;0;0
532;Stede Broec;21726;5-8-2020;18-8-2020;2;9,2;0;0;0;0
851;Steenbergen;24416;5-8-2020;18-8-2020;6;24,6;0;0;0;0
1708;Steenwijkerland;44126;5-8-2020;18-8-2020;1;2,3;0;0;0;0
971;Stein (L.);25007;5-8-2020;18-8-2020;1;4;0;0;0;0
1904;Stichtse Vecht;64931;5-8-2020;18-8-2020;28;43,1;0;0;0;0
1900;S̼dwest-Frysl̢n;89987;5-8-2020;18-8-2020;6;6,7;0;0;0;0
715;Terneuzen;54426;5-8-2020;18-8-2020;4;7,3;0;0;0;0
93;Terschelling;4888;5-8-2020;18-8-2020;0;0;0;0;0;0
448;Texel;13575;5-8-2020;18-8-2020;0;0;0;0;0;0
1525;Teylingen;37440;5-8-2020;18-8-2020;10;26,7;1;2,7;0;0
716;Tholen;25757;5-8-2020;18-8-2020;5;19,4;0;0;0;0
281;Tiel;42159;5-8-2020;18-8-2020;6;14,2;0;0;1;2,4
855;Tilburg;219789;5-8-2020;18-8-2020;81;36,9;0;0;0;0
183;Tubbergen;21275;5-8-2020;18-8-2020;0;0;0;0;0;0
1700;Twenterand;33743;5-8-2020;18-8-2020;1;3;0;0;0;0
1730;Tynaarlo;33887;5-8-2020;18-8-2020;2;5,9;0;0;0;0
737;Tytsjerksteradiel;32052;5-8-2020;18-8-2020;3;9,4;0;0;0;0
856;Uden;42119;5-8-2020;18-8-2020;6;14,2;0;0;0;0
450;Uitgeest;13666;5-8-2020;18-8-2020;2;14,6;0;0;0;0
451;Uithoorn;29478;5-8-2020;18-8-2020;9;30,5;0;0;0;0
184;Urk;21031;5-8-2020;18-8-2020;0;0;0;0;0;0
344;Utrecht (gemeente);357597;5-8-2020;18-8-2020;242;67,7;1;0,3;0;0
1581;Utrechtse Heuvelrug;49580;5-8-2020;18-8-2020;5;10,1;0;0;0;0
981;Vaals;10105;5-8-2020;18-8-2020;0;0;0;0;0;0
994;Valkenburg aan de Geul;16367;5-8-2020;18-8-2020;1;6,1;0;0;0;0
858;Valkenswaard;31193;5-8-2020;18-8-2020;4;12,8;0;0;0;0
47;Veendam;27384;5-8-2020;18-8-2020;9;32,9;0;0;0;0
345;Veenendaal;66493;5-8-2020;18-8-2020;7;10,5;0;0;0;0
717;Veere;21880;5-8-2020;18-8-2020;2;9,1;0;0;0;0
861;Veldhoven;45466;5-8-2020;18-8-2020;6;13,2;0;0;0;0
453;Velsen;68648;5-8-2020;18-8-2020;20;29,1;0;0;0;0
983;Venlo;101802;5-8-2020;18-8-2020;36;35,4;0;0;0;0
984;Venray;43614;5-8-2020;18-8-2020;11;25,2;0;0;0;0
1961;Vijfheerenlanden;56811;5-8-2020;18-8-2020;15;26,4;0;0;0;0
622;Vlaardingen;73397;5-8-2020;18-8-2020;76;103,5;0;0;0;0
96;Vlieland;1155;5-8-2020;18-8-2020;0;0;0;0;0;0
718;Vlissingen;44360;5-8-2020;18-8-2020;6;13,5;0;0;0;0
986;Voerendaal;12475;5-8-2020;18-8-2020;1;8;0;0;0;0
626;Voorschoten;25596;5-8-2020;18-8-2020;5;19,5;0;0;0;0
285;Voorst;24552;5-8-2020;18-8-2020;9;36,7;0;0;0;0
865;Vught;26558;5-8-2020;18-8-2020;6;22,6;0;0;0;0
1949;Waadhoeke;46090;5-8-2020;18-8-2020;0;0;0;0;0;0
866;Waalre;17456;5-8-2020;18-8-2020;4;22,9;0;0;0;0
867;Waalwijk;48637;5-8-2020;18-8-2020;18;37;0;0;0;0
627;Waddinxveen;29291;5-8-2020;18-8-2020;13;44,4;0;0;0;0
289;Wageningen;39664;5-8-2020;18-8-2020;7;17,6;0;0;0;0
629;Wassenaar;26305;5-8-2020;18-8-2020;7;26,6;0;0;0;0
852;Waterland;17424;5-8-2020;18-8-2020;12;68,9;0;0;0;0
988;Weert;50105;5-8-2020;18-8-2020;5;10;0;0;0;0
457;Weesp;19738;5-8-2020;18-8-2020;6;30,4;0;0;0;0
1960;West Betuwe;51128;5-8-2020;18-8-2020;8;15,6;1;2;0;0
668;West Maas en Waal;19324;5-8-2020;18-8-2020;0;0;0;0;0;0
1969;Westerkwartier;63329;5-8-2020;18-8-2020;3;4,7;0;0;0;0
1701;Westerveld;19460;5-8-2020;18-8-2020;0;0;0;0;0;0
293;Westervoort;14971;5-8-2020;18-8-2020;4;26,7;0;0;0;0
1950;Westerwolde;25733;5-8-2020;18-8-2020;3;11,7;0;0;0;0
1783;Westland;110375;5-8-2020;18-8-2020;76;68,9;1;0,9;0;0
98;Weststellingwerf;25914;5-8-2020;18-8-2020;0;0;0;0;0;0
614;Westvoorne;14731;5-8-2020;18-8-2020;8;54,3;0;0;0;0
189;Wierden;24446;5-8-2020;18-8-2020;3;12,3;0;0;0;0
296;Wijchen;41110;5-8-2020;18-8-2020;9;21,9;0;0;0;0
1696;Wijdemeren;24358;5-8-2020;18-8-2020;8;32,8;0;0;0;0
352;Wijk bij Duurstede;23914;5-8-2020;18-8-2020;3;12,5;0;0;0;0
294;Winterswijk;28854;5-8-2020;18-8-2020;7;24,3;0;0;0;0
873;Woensdrecht;21876;5-8-2020;18-8-2020;8;36,6;0;0;0;0
632;Woerden;52299;5-8-2020;18-8-2020;13;24,9;0;0;0;0
880;Wormerland;16270;5-8-2020;18-8-2020;2;12,3;0;0;0;0
351;Woudenberg;13362;5-8-2020;18-8-2020;1;7,5;0;0;0;0
479;Zaanstad;156794;5-8-2020;18-8-2020;57;36,4;0;0;0;0
297;Zaltbommel;28881;5-8-2020;18-8-2020;7;24,2;0;0;0;0
