Datum,Type,Aantal
2020-03-04,Toename ontslag (ziekenhuis),2
2020-03-04,Toename opnamen (IC),3
2020-03-04,Cumulatief opnamen (IC),15
2020-03-04,Totaal ingezette IC's,7
2020-03-05,Cumulatief ontslag (overleden),0
2020-03-05,Totaal ontslag (IC),1
2020-03-05,Totaal opnamen (IC),14
2020-03-05,Totaal ingezette IC's,7
2020-03-05,Cumulatief opnamen (IC),17
2020-03-05,Cumulatief ontslag (ziekenhuis),2
2020-03-05,Toename ontslag (overleden),0
2020-03-05,Toename opnamen (IC),2
2020-03-05,Toename ontslag (ziekenhuis),0
2020-03-06,Cumulatief ontslag (overleden),0
2020-03-06,Totaal ingezette IC's,10
2020-03-06,Cumulatief opnamen (IC),20
2020-03-06,Totaal ontslag (IC),2
2020-03-06,Cumulatief ontslag (ziekenhuis),2
2020-03-06,Toename opnamen (IC),3
2020-03-06,Toename ontslag (overleden),0
2020-03-06,Totaal opnamen (IC),17
2020-03-06,Toename ontslag (ziekenhuis),0
2020-03-07,Toename ontslag (overleden),0
2020-03-07,Toename opnamen (IC),3
2020-03-07,Cumulatief opnamen (IC),23
2020-03-07,Cumulatief ontslag (overleden),0
2020-03-07,Totaal opnamen (IC),19
2020-03-07,Toename ontslag (ziekenhuis),1
2020-03-07,Totaal ingezette IC's,11
2020-03-07,Cumulatief ontslag (ziekenhuis),3
2020-03-07,Totaal ontslag (IC),1
2020-03-08,Totaal ontslag (IC),1
2020-03-08,Toename ontslag (ziekenhuis),0
2020-03-08,Toename ontslag (overleden),2
2020-03-08,Cumulatief ontslag (ziekenhuis),3
2020-03-08,Toename opnamen (IC),6
2020-03-08,Totaal opnamen (IC),25
2020-03-08,Cumulatief opnamen (IC),29
2020-03-08,Cumulatief ontslag (overleden),2
2020-03-08,Totaal ingezette IC's,15
2020-03-09,Totaal ingezette IC's,17
2020-03-09,Totaal opnamen (IC),29
2020-03-09,Toename ontslag (ziekenhuis),0
2020-03-09,Toename ontslag (overleden),0
2020-03-09,Toename opnamen (IC),6
2020-03-09,Cumulatief ontslag (overleden),2
2020-03-09,Cumulatief ontslag (ziekenhuis),3
2020-03-09,Totaal ontslag (IC),2
2020-03-09,Cumulatief opnamen (IC),36
2020-03-10,Totaal opnamen (IC),35
2020-03-10,Totaal ingezette IC's,18
2020-03-10,Cumulatief opnamen (IC),45
2020-03-10,Totaal ontslag (IC),2
2020-03-10,Toename opnamen (IC),9
2020-03-10,Cumulatief ontslag (overleden),2
2020-03-10,Toename ontslag (overleden),0
2020-03-10,Toename ontslag (ziekenhuis),0
2020-03-10,Cumulatief ontslag (ziekenhuis),3
2020-03-11,Toename ontslag (ziekenhuis),0
2020-03-11,Totaal opnamen (IC),44
2020-03-11,Totaal ontslag (IC),2
2020-03-11,Cumulatief opnamen (IC),55
2020-03-11,Toename opnamen (IC),8
2020-03-11,Cumulatief ontslag (ziekenhuis),3
2020-03-11,Toename ontslag (overleden),1
2020-03-11,Totaal ingezette IC's,20
2020-03-11,Cumulatief ontslag (overleden),3
2020-03-12,Toename ontslag (overleden),1
2020-03-12,Cumulatief ontslag (ziekenhuis),3
2020-03-12,Totaal ontslag (IC),2
2020-03-12,Toename ontslag (ziekenhuis),0
2020-03-12,Toename opnamen (IC),23
2020-03-12,Totaal ingezette IC's,27
2020-03-12,Totaal opnamen (IC),66
2020-03-12,Cumulatief opnamen (IC),78
2020-03-12,Cumulatief ontslag (overleden),4
2020-03-13,Totaal ingezette IC's,30
2020-03-13,Toename ontslag (ziekenhuis),1
2020-03-13,Toename opnamen (IC),14
2020-03-13,Cumulatief opnamen (IC),92
2020-03-13,Totaal ontslag (IC),2
2020-03-13,Totaal opnamen (IC),77
2020-03-13,Cumulatief ontslag (overleden),4
2020-03-13,Cumulatief ontslag (ziekenhuis),4
2020-03-13,Toename ontslag (overleden),0
2020-03-14,Cumulatief ontslag (overleden),5
2020-03-14,Toename ontslag (ziekenhuis),2
2020-03-14,Totaal ingezette IC's,38
2020-03-14,Totaal opnamen (IC),93
2020-03-14,Cumulatief ontslag (ziekenhuis),6
2020-03-14,Cumulatief opnamen (IC),110
2020-03-14,Totaal ontslag (IC),5
2020-03-14,Toename opnamen (IC),17
2020-03-14,Toename ontslag (overleden),1
2020-03-15,Totaal ontslag (IC),8
2020-03-15,Toename ontslag (ziekenhuis),0
2020-03-15,Cumulatief ontslag (overleden),9
2020-03-15,Toename ontslag (overleden),4
2020-03-15,Totaal opnamen (IC),117
2020-03-15,Cumulatief opnamen (IC),138
2020-03-15,Totaal ingezette IC's,46
2020-03-15,Cumulatief ontslag (ziekenhuis),6
2020-03-15,Toename opnamen (IC),27
2020-03-16,Toename ontslag (overleden),5
2020-03-16,Totaal opnamen (IC),145
2020-03-16,Cumulatief ontslag (ziekenhuis),7
2020-03-16,Toename opnamen (IC),32
2020-03-16,Cumulatief ontslag (overleden),14
2020-03-16,Totaal ontslag (IC),9
2020-03-16,Cumulatief opnamen (IC),171
2020-03-16,Totaal ingezette IC's,52
2020-03-16,Toename ontslag (ziekenhuis),1
2020-03-17,Totaal ontslag (IC),12
2020-03-17,Totaal ingezette IC's,55
2020-03-17,Toename ontslag (ziekenhuis),0
2020-03-17,Toename ontslag (overleden),2
2020-03-17,Toename opnamen (IC),33
2020-03-17,Cumulatief ontslag (overleden),16
2020-03-17,Cumulatief ontslag (ziekenhuis),7
2020-03-17,Cumulatief opnamen (IC),206
2020-03-17,Totaal opnamen (IC),173
2020-03-18,Cumulatief ontslag (overleden),21
2020-03-18,Totaal opnamen (IC),223
2020-03-18,Toename opnamen (IC),51
2020-03-18,Cumulatief opnamen (IC),261
2020-03-18,Totaal ingezette IC's,59
2020-03-18,Toename ontslag (overleden),5
2020-03-18,Toename ontslag (ziekenhuis),3
2020-03-18,Cumulatief ontslag (ziekenhuis),10
2020-03-18,Totaal ontslag (IC),13
2020-03-19,Totaal ingezette IC's,68
2020-03-19,Totaal ontslag (IC),15
2020-03-19,Toename ontslag (ziekenhuis),1
2020-03-19,Cumulatief opnamen (IC),327
2020-03-19,Toename ontslag (overleden),7
2020-03-19,Cumulatief ontslag (overleden),28
2020-03-19,Cumulatief ontslag (ziekenhuis),11
2020-03-19,Toename opnamen (IC),58
2020-03-19,Totaal opnamen (IC),282
2020-03-20,Totaal opnamen (IC),356
2020-03-20,Totaal ontslag (IC),21
2020-03-20,Cumulatief ontslag (overleden),33
2020-03-20,Cumulatief ontslag (ziekenhuis),13
2020-03-20,Cumulatief opnamen (IC),414
2020-03-20,Toename ontslag (overleden),5
2020-03-20,Toename opnamen (IC),82
2020-03-20,Toename ontslag (ziekenhuis),2
2020-03-20,Totaal ingezette IC's,70
2020-03-21,Toename ontslag (overleden),12
2020-03-21,Cumulatief opnamen (IC),497
2020-03-21,Cumulatief ontslag (overleden),45
2020-03-21,Toename ontslag (ziekenhuis),2
2020-03-21,Totaal ingezette IC's,70
2020-03-21,Toename opnamen (IC),77
2020-03-21,Cumulatief ontslag (ziekenhuis),15
2020-03-21,Totaal ontslag (IC),27
2020-03-21,Totaal opnamen (IC),426
2020-03-22,Cumulatief ontslag (ziekenhuis),18
2020-03-22,Toename ontslag (ziekenhuis),3
2020-03-22,Toename opnamen (IC),71
2020-03-22,Cumulatief ontslag (overleden),51
2020-03-22,Totaal opnamen (IC),479
2020-03-22,Totaal ingezette IC's,70
2020-03-22,Cumulatief opnamen (IC),570
2020-03-22,Toename ontslag (overleden),6
2020-03-22,Totaal ontslag (IC),29
2020-03-23,Cumulatief ontslag (ziekenhuis),20
2020-03-23,Cumulatief opnamen (IC),670
2020-03-23,Toename ontslag (ziekenhuis),2
2020-03-23,Totaal ontslag (IC),41
2020-03-23,Totaal ingezette IC's,72
2020-03-23,Toename opnamen (IC),100
2020-03-23,Cumulatief ontslag (overleden),68
2020-03-23,Toename ontslag (overleden),17
2020-03-23,Totaal opnamen (IC),570
2020-03-24,Totaal ingezette IC's,73
2020-03-24,Totaal opnamen (IC),651
2020-03-24,Toename opnamen (IC),108
2020-03-24,Cumulatief ontslag (overleden),75
2020-03-24,Totaal ontslag (IC),45
2020-03-24,Toename ontslag (overleden),7
2020-03-24,Toename ontslag (ziekenhuis),4
2020-03-24,Cumulatief opnamen (IC),782
2020-03-24,Cumulatief ontslag (ziekenhuis),24
2020-03-25,Toename ontslag (ziekenhuis),4
2020-03-25,Totaal opnamen (IC),751
2020-03-25,Cumulatief ontslag (overleden),87
2020-03-25,Cumulatief ontslag (ziekenhuis),28
2020-03-25,Totaal ontslag (IC),55
2020-03-25,Cumulatief opnamen (IC),901
2020-03-25,Toename ontslag (overleden),12
2020-03-25,Toename opnamen (IC),115
2020-03-25,Totaal ingezette IC's,74
2020-03-26,Cumulatief opnamen (IC),1012
2020-03-26,Toename opnamen (IC),105
2020-03-26,Toename ontslag (overleden),22
2020-03-26,Totaal ingezette IC's,74
2020-03-26,Cumulatief ontslag (overleden),109
2020-03-26,Totaal ontslag (IC),57
2020-03-26,Toename ontslag (ziekenhuis),10
2020-03-26,Cumulatief ontslag (ziekenhuis),38
2020-03-26,Totaal opnamen (IC),835
2020-03-27,Cumulatief opnamen (IC),1131
2020-03-27,Cumulatief ontslag (ziekenhuis),44
2020-03-27,Totaal ontslag (IC),73
2020-03-27,Cumulatief ontslag (overleden),123
2020-03-27,Totaal opnamen (IC),923
2020-03-27,Totaal ingezette IC's,74
2020-03-27,Toename ontslag (overleden),14
2020-03-27,Toename opnamen (IC),113
2020-03-27,Toename ontslag (ziekenhuis),6
2020-03-28,Toename ontslag (ziekenhuis),4
2020-03-28,Totaal ingezette IC's,74
2020-03-28,Totaal ontslag (IC),90
2020-03-28,Toename ontslag (overleden),17
2020-03-28,Cumulatief ontslag (overleden),140
2020-03-28,Cumulatief ontslag (ziekenhuis),48
2020-03-28,Toename opnamen (IC),101
2020-03-28,Totaal opnamen (IC),989
2020-03-28,Cumulatief opnamen (IC),1236
2020-03-29,Cumulatief opnamen (IC),1328
2020-03-29,Totaal ingezette IC's,74
2020-03-29,Totaal ontslag (IC),101
2020-03-29,Totaal opnamen (IC),1037
2020-03-29,Toename opnamen (IC),89
2020-03-29,Toename ontslag (ziekenhuis),12
2020-03-29,Toename ontslag (overleden),26
2020-03-29,Cumulatief ontslag (ziekenhuis),60
2020-03-29,Cumulatief ontslag (overleden),166
2020-03-30,Toename ontslag (overleden),20
2020-03-30,Totaal ontslag (IC),121
2020-03-30,Totaal ingezette IC's,74
2020-03-30,Cumulatief ontslag (overleden),186
2020-03-30,Cumulatief opnamen (IC),1460
2020-03-30,Toename opnamen (IC),130
2020-03-30,Toename ontslag (ziekenhuis),9
2020-03-30,Totaal opnamen (IC),1125
2020-03-30,Cumulatief ontslag (ziekenhuis),69
2020-03-31,Cumulatief ontslag (ziekenhuis),85
2020-03-31,Totaal opnamen (IC),1188
2020-03-31,Toename opnamen (IC),108
2020-03-31,Cumulatief ontslag (overleden),218
2020-03-31,Toename ontslag (overleden),32
2020-03-31,Toename ontslag (ziekenhuis),16
2020-03-31,Totaal ontslag (IC),129
2020-03-31,Cumulatief opnamen (IC),1570
2020-03-31,Totaal ingezette IC's,74
2020-04-01,Cumulatief ontslag (ziekenhuis),104
2020-04-01,Totaal opnamen (IC),1205
2020-04-01,Totaal ontslag (IC),138
2020-04-01,Toename ontslag (overleden),20
2020-04-01,Totaal ingezette IC's,75
2020-04-01,Toename opnamen (IC),72
2020-04-01,Cumulatief opnamen (IC),1644
2020-04-01,Toename ontslag (ziekenhuis),19
2020-04-01,Cumulatief ontslag (overleden),238
2020-04-02,Toename ontslag (overleden),23
2020-04-02,Totaal ingezette IC's,75
2020-04-02,Totaal ontslag (IC),150
2020-04-02,Toename opnamen (IC),91
2020-04-02,Toename ontslag (ziekenhuis),14
2020-04-02,Totaal opnamen (IC),1250
2020-04-02,Cumulatief ontslag (ziekenhuis),118
2020-04-02,Cumulatief ontslag (overleden),261
2020-04-02,Cumulatief opnamen (IC),1743
2020-04-03,Toename ontslag (ziekenhuis),21
2020-04-03,Totaal ingezette IC's,75
2020-04-03,Totaal ontslag (IC),159
2020-04-03,Cumulatief ontslag (ziekenhuis),139
2020-04-03,Toename ontslag (overleden),33
2020-04-03,Toename opnamen (IC),77
2020-04-03,Cumulatief ontslag (overleden),294
2020-04-03,Totaal opnamen (IC),1279
2020-04-03,Cumulatief opnamen (IC),1823
2020-04-04,Cumulatief opnamen (IC),1888
2020-04-04,Cumulatief ontslag (overleden),313
2020-04-04,Toename ontslag (overleden),19
2020-04-04,Toename ontslag (ziekenhuis),13
2020-04-04,Totaal opnamen (IC),1281
2020-04-04,Totaal ontslag (IC),177
2020-04-04,Totaal ingezette IC's,74
2020-04-04,Toename opnamen (IC),64
2020-04-04,Cumulatief ontslag (ziekenhuis),152
2020-04-05,Totaal ingezette IC's,76
2020-04-05,Cumulatief opnamen (IC),1964
2020-04-05,Cumulatief ontslag (overleden),335
2020-04-05,Totaal ontslag (IC),195
2020-04-05,Toename opnamen (IC),72
2020-04-05,Totaal opnamen (IC),1302
2020-04-05,Cumulatief ontslag (ziekenhuis),163
2020-04-05,Toename ontslag (ziekenhuis),11
2020-04-05,Toename ontslag (overleden),22
2020-04-06,Cumulatief ontslag (ziekenhuis),184
2020-04-06,Totaal opnamen (IC),1310
2020-04-06,Totaal ontslag (IC),211
2020-04-06,Toename ontslag (overleden),19
2020-04-06,Toename ontslag (ziekenhuis),21
2020-04-06,Cumulatief ontslag (overleden),354
2020-04-06,Cumulatief opnamen (IC),2026
2020-04-06,Totaal ingezette IC's,75
2020-04-06,Toename opnamen (IC),61
2020-04-07,Cumulatief opnamen (IC),2084
2020-04-07,Toename opnamen (IC),55
2020-04-07,Totaal ingezette IC's,76
2020-04-07,Toename ontslag (ziekenhuis),21
2020-04-07,Cumulatief ontslag (ziekenhuis),205
2020-04-07,Toename ontslag (overleden),33
2020-04-07,Cumulatief ontslag (overleden),387
2020-04-07,Totaal opnamen (IC),1311
2020-04-07,Totaal ontslag (IC),242
2020-04-08,Toename ontslag (ziekenhuis),24
2020-04-08,Toename ontslag (overleden),16
2020-04-08,Toename opnamen (IC),57
2020-04-08,Cumulatief ontslag (ziekenhuis),229
2020-04-08,Totaal opnamen (IC),1283
2020-04-08,Cumulatief ontslag (overleden),403
2020-04-08,Totaal ingezette IC's,76
2020-04-08,Cumulatief opnamen (IC),2145
2020-04-08,Totaal ontslag (IC),257
2020-04-09,Totaal ingezette IC's,76
2020-04-09,Toename ontslag (overleden),11
2020-04-09,Cumulatief opnamen (IC),2197
2020-04-09,Toename ontslag (ziekenhuis),28
2020-04-09,Toename opnamen (IC),52
2020-04-09,Cumulatief ontslag (ziekenhuis),257
2020-04-09,Cumulatief ontslag (overleden),414
2020-04-09,Totaal ontslag (IC),262
2020-04-09,Totaal opnamen (IC),1279
2020-04-10,Cumulatief ontslag (overleden),443
2020-04-10,Toename ontslag (overleden),29
2020-04-10,Totaal ingezette IC's,75
2020-04-10,Cumulatief ontslag (ziekenhuis),283
2020-04-10,Cumulatief opnamen (IC),2246
2020-04-10,Toename opnamen (IC),48
2020-04-10,Totaal ontslag (IC),269
2020-04-10,Toename ontslag (ziekenhuis),26
2020-04-10,Totaal opnamen (IC),1284
2020-04-11,Toename opnamen (IC),28
2020-04-11,Totaal ontslag (IC),289
2020-04-11,Totaal ingezette IC's,75
2020-04-11,Toename ontslag (overleden),15
2020-04-11,Cumulatief opnamen (IC),2275
2020-04-11,Toename ontslag (ziekenhuis),19
2020-04-11,Cumulatief ontslag (ziekenhuis),302
2020-04-11,Cumulatief ontslag (overleden),458
2020-04-11,Totaal opnamen (IC),1250
2020-04-12,Cumulatief opnamen (IC),2310
2020-04-12,Totaal opnamen (IC),1232
2020-04-12,Cumulatief ontslag (ziekenhuis),319
2020-04-12,Toename ontslag (ziekenhuis),17
2020-04-12,Totaal ingezette IC's,75
2020-04-12,Cumulatief ontslag (overleden),471
2020-04-12,Toename opnamen (IC),35
2020-04-12,Totaal ontslag (IC),315
2020-04-12,Toename ontslag (overleden),13
2020-04-13,Toename ontslag (ziekenhuis),15
2020-04-13,Totaal ontslag (IC),341
2020-04-13,Totaal ingezette IC's,76
2020-04-13,Toename ontslag (overleden),22
2020-04-13,Totaal opnamen (IC),1219
2020-04-13,Cumulatief opnamen (IC),2356
2020-04-13,Cumulatief ontslag (ziekenhuis),334
2020-04-13,Toename opnamen (IC),44
2020-04-13,Cumulatief ontslag (overleden),493
2020-04-14,Totaal ingezette IC's,76
2020-04-14,Totaal opnamen (IC),1192
2020-04-14,Cumulatief ontslag (ziekenhuis),381
2020-04-14,Toename ontslag (ziekenhuis),47
2020-04-14,Totaal ontslag (IC),337
2020-04-14,Toename ontslag (overleden),10
2020-04-14,Cumulatief ontslag (overleden),503
2020-04-14,Cumulatief opnamen (IC),2392
2020-04-14,Toename opnamen (IC),35
2020-04-15,Totaal ingezette IC's,76
2020-04-15,Totaal ontslag (IC),336
2020-04-15,Toename ontslag (overleden),18
2020-04-15,Cumulatief opnamen (IC),2416
2020-04-15,Toename ontslag (ziekenhuis),51
2020-04-15,Toename opnamen (IC),23
2020-04-15,Cumulatief ontslag (overleden),521
2020-04-15,Totaal opnamen (IC),1167
2020-04-15,Cumulatief ontslag (ziekenhuis),432
2020-04-16,Totaal ingezette IC's,76
2020-04-16,Cumulatief ontslag (overleden),539
2020-04-16,Totaal ontslag (IC),323
2020-04-16,Toename ontslag (overleden),18
2020-04-16,Totaal opnamen (IC),1135
2020-04-16,Cumulatief opnamen (IC),2445
2020-04-16,Toename ontslag (ziekenhuis),48
2020-04-16,Cumulatief ontslag (ziekenhuis),480
2020-04-16,Toename opnamen (IC),28
2020-04-17,Totaal ingezette IC's,77
2020-04-17,Cumulatief opnamen (IC),2471
2020-04-17,Cumulatief ontslag (overleden),558
2020-04-17,Totaal opnamen (IC),1105
2020-04-17,Toename ontslag (overleden),19
2020-04-17,Toename ontslag (ziekenhuis),43
2020-04-17,Cumulatief ontslag (ziekenhuis),523
2020-04-17,Totaal ontslag (IC),327
2020-04-17,Toename opnamen (IC),25
2020-04-18,Cumulatief opnamen (IC),2489
2020-04-18,Toename opnamen (IC),18
2020-04-18,Toename ontslag (overleden),14
2020-04-18,Cumulatief ontslag (ziekenhuis),545
2020-04-18,Totaal ingezette IC's,76
2020-04-18,Totaal opnamen (IC),1058
2020-04-18,Toename ontslag (ziekenhuis),22
2020-04-18,Cumulatief ontslag (overleden),572
2020-04-18,Totaal ontslag (IC),344
2020-04-19,Totaal opnamen (IC),1028
2020-04-19,Toename opnamen (IC),19
2020-04-19,Toename ontslag (ziekenhuis),6
2020-04-19,Toename ontslag (overleden),16
2020-04-19,Totaal ingezette IC's,76
2020-04-19,Cumulatief ontslag (ziekenhuis),551
2020-04-19,Cumulatief ontslag (overleden),588
2020-04-19,Cumulatief opnamen (IC),2509
2020-04-19,Totaal ontslag (IC),367
2020-04-20,Cumulatief ontslag (ziekenhuis),607
2020-04-20,Totaal ontslag (IC),352
2020-04-20,Cumulatief opnamen (IC),2536
2020-04-20,Totaal opnamen (IC),1008
2020-04-20,Totaal ingezette IC's,76
2020-04-20,Toename opnamen (IC),26
2020-04-20,Toename ontslag (ziekenhuis),56
2020-04-20,Cumulatief ontslag (overleden),607
2020-04-20,Toename ontslag (overleden),19
2020-04-21,Totaal opnamen (IC),973
2020-04-21,Cumulatief opnamen (IC),2559
2020-04-21,Toename ontslag (overleden),21
2020-04-21,Totaal ontslag (IC),352
2020-04-21,Toename opnamen (IC),21
2020-04-21,Cumulatief ontslag (overleden),628
2020-04-21,Cumulatief ontslag (ziekenhuis),657
2020-04-21,Toename ontslag (ziekenhuis),50
2020-04-21,Totaal ingezette IC's,76
2020-04-22,Toename ontslag (ziekenhuis),42
2020-04-22,Totaal opnamen (IC),917
2020-04-22,Toename opnamen (IC),14
2020-04-22,Cumulatief ontslag (overleden),645
2020-04-22,Totaal ingezette IC's,77
2020-04-22,Totaal ontslag (IC),348
2020-04-22,Cumulatief opnamen (IC),2574
2020-04-22,Toename ontslag (overleden),17
2020-04-22,Cumulatief ontslag (ziekenhuis),699
2020-04-23,Toename ontslag (ziekenhuis),44
2020-04-23,Totaal ingezette IC's,77
2020-04-23,Totaal opnamen (IC),876
2020-04-23,Cumulatief opnamen (IC),2590
2020-04-23,Toename opnamen (IC),16
2020-04-23,Totaal ontslag (IC),328
2020-04-23,Cumulatief ontslag (overleden),659
2020-04-23,Toename ontslag (overleden),14
2020-04-23,Cumulatief ontslag (ziekenhuis),743
2020-04-24,Totaal ontslag (IC),297
2020-04-24,Cumulatief ontslag (ziekenhuis),803
2020-04-24,Totaal ingezette IC's,76
2020-04-24,Cumulatief ontslag (overleden),671
2020-04-24,Toename opnamen (IC),18
2020-04-24,Totaal opnamen (IC),859
2020-04-24,Cumulatief opnamen (IC),2609
2020-04-24,Toename ontslag (ziekenhuis),60
2020-04-24,Toename ontslag (overleden),12
2020-04-25,Toename opnamen (IC),14
2020-04-25,Cumulatief opnamen (IC),2623
2020-04-25,Toename ontslag (ziekenhuis),17
2020-04-25,Cumulatief ontslag (overleden),682
2020-04-25,Totaal opnamen (IC),829
2020-04-25,Totaal ontslag (IC),302
2020-04-25,Toename ontslag (overleden),11
2020-04-25,Totaal ingezette IC's,76
2020-04-25,Cumulatief ontslag (ziekenhuis),820
2020-04-26,Cumulatief ontslag (overleden),695
2020-04-26,Totaal ontslag (IC),320
2020-04-26,Toename ontslag (overleden),13
2020-04-26,Toename ontslag (ziekenhuis),7
2020-04-26,Cumulatief ontslag (ziekenhuis),827
2020-04-26,Totaal ingezette IC's,76
2020-04-26,Cumulatief opnamen (IC),2636
2020-04-26,Totaal opnamen (IC),805
2020-04-26,Toename opnamen (IC),13
2020-04-27,Cumulatief ontslag (ziekenhuis),837
2020-04-27,Toename ontslag (overleden),12
2020-04-27,Cumulatief ontslag (overleden),707
2020-04-27,Cumulatief opnamen (IC),2651
2020-04-27,Totaal opnamen (IC),782
2020-04-27,Totaal ingezette IC's,76
2020-04-27,Toename opnamen (IC),15
2020-04-27,Toename ontslag (ziekenhuis),10
2020-04-27,Totaal ontslag (IC),336
2020-04-28,Totaal ingezette IC's,76
2020-04-28,Cumulatief ontslag (ziekenhuis),884
2020-04-28,Toename opnamen (IC),15
2020-04-28,Toename ontslag (overleden),4
2020-04-28,Cumulatief ontslag (overleden),711
2020-04-28,Cumulatief opnamen (IC),2666
2020-04-28,Toename ontslag (ziekenhuis),47
2020-04-28,Totaal opnamen (IC),760
2020-04-28,Totaal ontslag (IC),324
2020-04-29,Cumulatief ontslag (ziekenhuis),921
2020-04-29,Toename ontslag (overleden),6
2020-04-29,Totaal ingezette IC's,76
2020-04-29,Cumulatief ontslag (overleden),717
2020-04-29,Cumulatief opnamen (IC),2678
2020-04-29,Totaal opnamen (IC),732
2020-04-29,Toename ontslag (ziekenhuis),37
2020-04-29,Toename opnamen (IC),12
2020-04-29,Totaal ontslag (IC),324
2020-04-30,Totaal ontslag (IC),315
2020-04-30,Cumulatief ontslag (overleden),728
2020-04-30,Toename ontslag (ziekenhuis),39
2020-04-30,Toename opnamen (IC),18
2020-04-30,Totaal opnamen (IC),707
2020-04-30,Cumulatief opnamen (IC),2696
2020-04-30,Totaal ingezette IC's,76
2020-04-30,Toename ontslag (overleden),11
2020-04-30,Cumulatief ontslag (ziekenhuis),960
2020-05-01,Cumulatief ontslag (overleden),732
2020-05-01,Toename ontslag (overleden),4
2020-05-01,Toename opnamen (IC),9
2020-05-01,Cumulatief opnamen (IC),2705
2020-05-01,Totaal opnamen (IC),672
2020-05-01,Totaal ontslag (IC),318
2020-05-01,Toename ontslag (ziekenhuis),40
2020-05-01,Cumulatief ontslag (ziekenhuis),1000
2020-05-01,Totaal ingezette IC's,76
2020-05-02,Toename ontslag (overleden),10
2020-05-02,Toename opnamen (IC),9
2020-05-02,Cumulatief ontslag (overleden),742
2020-05-02,Cumulatief ontslag (ziekenhuis),1015
2020-05-02,Cumulatief opnamen (IC),2714
2020-05-02,Totaal ontslag (IC),318
2020-05-02,Toename ontslag (ziekenhuis),15
2020-05-02,Totaal ingezette IC's,76
2020-05-02,Totaal opnamen (IC),632
2020-05-03,Totaal ingezette IC's,76
2020-05-03,Toename opnamen (IC),10
2020-05-03,Cumulatief opnamen (IC),2725
2020-05-03,Toename ontslag (ziekenhuis),8
2020-05-03,Toename ontslag (overleden),5
2020-05-03,Totaal ontslag (IC),329
2020-05-03,Totaal opnamen (IC),619
2020-05-03,Cumulatief ontslag (ziekenhuis),1023
2020-05-03,Cumulatief ontslag (overleden),747
2020-05-04,Toename ontslag (overleden),6
2020-05-04,Toename ontslag (ziekenhuis),40
2020-05-04,Toename opnamen (IC),13
2020-05-04,Cumulatief opnamen (IC),2738
2020-05-04,Totaal opnamen (IC),610
2020-05-04,Cumulatief ontslag (ziekenhuis),1063
2020-05-04,Totaal ontslag (IC),327
2020-05-04,Totaal ingezette IC's,76
2020-05-04,Cumulatief ontslag (overleden),753
2020-05-05,Cumulatief ontslag (ziekenhuis),1074
